"zcta5","zipname","pop10","afact"
"ZIP Census Tabulation Area","zipname","Total Pop, 2010 census","zcta5 to _us_ alloc factor"
"81615","Snowmass Village, CO",2839,1 
"81620","Avon, CO",10450,1 
"81621","Basalt, CO",5914,1 
"81623","Carbondale, CO",15235,1 
"81624","Collbran, CO",1537,1 
"81625","Craig, CO",12921,1 
"81630","De Beque, CO",979,1 
"81631","Eagle, CO",8215,1 
"81632","Edwards, CO",10276,1 
"81633","Dinosaur, CO",19,1 
"81635","Battlement Mesa, CO",5957,1 
"81637","Gypsum, CO",7721,1 
"81638","Hamilton, CO",112,1 
"81639","Hayden, CO",2463,1 
"81640","Maybell, CO",249,1 
"81641","Meeker, CO",3834,1 
"81642","Meredith, CO",61,1 
"81643","Mesa, CO",793,1 
"81645","Minturn, CO",1121,1 
"81646","Molina, CO (PO Boxes)",184,1 
"81647","New Castle, CO",7104,1 
"81648","Rangely, CO",2808,1 
"81649","Red Cliff, CO",277,1 
"81650","Rifle, CO",13006,1 
"81652","Silt, CO",4904,1 
"81653","Slater, CO",31,1 
"81654","Snowmass, CO",1391,1 
"81655","Wolcott, CO (PO Boxes)",65,1 
"81656","Woody Creek, CO",242,1 
"81657","Vail, CO",5581,1 
"82001","Cheyenne, WY",35484,1 
"82005","Warren AFB, WY",417,1 
"82007","Cheyenne, WY",19096,1 
"82009","Cheyenne, WY",31703,1 
"82050","Albin, WY",401,1 
"82051","Bosler, WY",60,1 
"82052","Buford, WY (PO Boxes)",23,1 
"82053","Burns, WY",1524,1 
"82054","Carpenter, WY",920,1 
"82055","Centennial, WY",285,1 
"82058","Garrett, WY",52,1 
"82059","Granite Canyon, WY",135,1 
"82060","Hillsdale, WY (PO Boxes)",372,1 
"82061","Horse Creek, WY (PO Boxes)",39,1 
"82063","Woods Landing-Jelm, WY",100,1 
"82070","Laramie, WY",19766,1 
"82072","Laramie, WY",15533,1 
"82073","Laramie, WY",72,1 
"82081","Meriden, WY",60,1 
"82082","Pine Bluffs, WY",1606,1 
"82083","Rock River, WY",373,1 
"82084","Tie Siding, WY (PO Boxes)",16,1 
"82190","Mammoth, WY",369,1 
"82201","Wheatland, WY",6467,1 
"82210","Chugwater, WY",399,1 
"82212","Fort Laramie, WY",474,1 
"82213","Glendo, WY",513,1 
"82214","Guernsey, WY",1302,1 
"82215","Hartville, WY",132,1 
"82217","Hawk Springs, WY",107,1 
"82219","Jay Em, WY",48,1 
"82221","La Grange, WY",635,1 
"82222","Lance Creek, WY",107,1 
"82223","Lingle, WY",996,1 
"82224","Lost Springs, WY",23,1 
"82225","Lusk, WY",2067,1 
"82227","Manville, WY",241,1 
"82229","Shawnee, WY",74,1 
"82240","Torrington, WY",10235,1 
"82242","Van Tassell, WY",39,1 
"82243","Veteran, WY",187,1 
"82244","Yoder, WY",478,1 
"82301","Rawlins, WY",9584,1 
"82321","Baggs, WY",717,1 
"82322","Bairoil, WY",106,1 
"82323","Dixon, WY",186,1 
"82324","Elk Mountain, WY",268,1 
"82325","Encampment, WY",878,1 
"82327","Hanna, WY",929,1 
"82329","Medicine Bow, WY",359,1 
"82331","Saratoga, WY",2286,1 
"82332","Savery, WY",97,1 
"82334","Sinclair, WY",501,1 
"82335","Walcott, WY (PO Boxes)",21,1 
"82336","Wamsutter, WY",498,1 
"82401","Worland, WY",7866,1 
"82410","Basin, WY",1760,1 
"82411","Burlington, WY",664,1 
"82412","Byron, WY",626,1 
"82414","Cody, WY",15011,1 
"82420","Cowley, WY",783,1 
"82421","Deaver, WY",448,1 
"82422","Emblem, WY (PO Boxes)",105,1 
"82423","Frannie, WY",233,1 
"82426","Greybull, WY",2644,1 
"82428","Hyattville, WY",139,1 
"82430","Kirby, WY",100,1 
"82431","Lovell, WY",3552,1 
"82432","Manderson, WY",315,1 
"82433","Meeteetse, WY",789,1 
"82434","Otto, WY",156,1 
"82435","Powell, WY",11738,1 
"82440","Ralston, WY",145,1 
"82441","Shell, WY",250,1 
"82442","Ten Sleep, WY",732,1 
"82443","Thermopolis, WY",4697,1 
"82450","Wapiti, WY (PO Boxes)",177,1 
"82501","Riverton, WY",19408,1 
"82510","Arapahoe, WY",423,1 
"82512","Crowheart, WY",210,1 
"82513","Dubois, WY",1879,1 
"82514","Fort Washakie, WY",1645,1 
"82515","Hudson, WY",446,1 
"82516","Kinnear, WY",496,1 
"82520","Lander, WY",13535,1 
"82523","Pavillion, WY",868,1 
"82601","Casper, WY",27400,1 
"82604","Casper, WY",25882,1 
"82609","Casper, WY",15730,1 
"82620","Alcova, WY (PO Boxes)",210,1 
"82630","Arminto, WY",10,1 
"82633","Douglas, WY",9592,1 
"82635","Edgerton, WY",207,1 
"82636","Evansville, WY",3981,1 
"82637","Glenrock, WY",4136,1 
"82638","Hiland, WY",17,1 
"82639","Kaycee, WY",805,1 
"82640","Linch, WY (PO Boxes)",29,1 
"82642","Lysite, WY",94,1 
"82643","Midwest, WY",469,1 
"82644","Mills, WY",1480,1 
"82646","Natrona, WY",20,1 
"82648","Powder River, WY",56,1 
"82649","Shoshoni, WY",1120,1 
"82701","Newcastle, WY",5455,1 
"82710","Aladdin, WY",243,1 
"82711","Alva, WY",110,1 
"82712","Beulah, WY",264,1 
"82714","Devils Tower, WY",95,1 
"82716","Gillette, WY",18747,1 
"82718","Gillette, WY",23003,1 
"82720","Hulett, WY",955,1 
"82721","Moorcroft, WY",3078,1 
"82723","Osage, WY",278,1 
"82725","Recluse, WY",207,1 
"82727","Rozet, WY",1838,1 
"82729","Sundance, WY",2251,1 
"82730","Upton, WY",1566,1 
"82731","Weston, WY",135,1 
"82732","Wright, WY",2154,1 
"82801","Sheridan, WY",24558,1 
"82831","Arvada, WY",216,1 
"82832","Banner, WY",618,1 
"82833","Big Horn, WY (PO Boxes)",225,1 
"82834","Buffalo, WY",7585,1 
"82835","Clearmont, WY",318,1 
"82836","Dayton, WY",1073,1 
"82837","Leiter, WY (PO Boxes)",29,1 
"82838","Parkman, WY",268,1 
"82839","Ranchester, WY",1153,1 
"82842","Story, WY",843,1 
"82844","Wolf, WY",35,1 
"82845","Wyarno, WY (PO Boxes)",37,1 
"82901","Rock Springs, WY",27971,1 
"82922","Bondurant, WY",257,1 
"82923","Boulder, WY",558,1 
"82925","Cora, WY",304,1 
"82929","Little America, WY",70,1 
"82930","Evanston, WY",14614,1 
"82932","Farson, WY",836,1 
"82933","Fort Bridger, WY",759,1 
"82934","Granger, WY",185,1 
"82935","Green River, WY",13121,1 
"82936","Lonetree, WY",49,1 
"82937","Lyman, WY",3654,1 
"82938","Mc Kinnon, WY",227,1 
"82939","Mountain View, WY",1861,1 
"82941","Pinedale, WY",5028,1 
"82942","Point Of Rocks, WY",123,1 
"82943","Reliance, WY",301,1 
"82944","Robertson, WY (PO Boxes)",216,1 
"82945","Superior, WY",351,1 
"83001","Jackson, WY",15851,1 
"83011","Kelly, WY",240,1 
"83012","Moose, WY",180,1 
"83013","Moran, WY (PO Boxes)",395,1 
"83014","Moose Wilson Road, WY",3595,1 
"83025","Teton Village, WY",400,1 
"83101","Kemmerer, WY",3104,1 
"83110","Afton, WY",4307,1 
"83111","Auburn, WY",519,1 
"83112","Bedford, WY",666,1 
"83113","Big Piney, WY",3278,1 
"83114","Cokeville, WY",828,1 
"83115","Daniel, WY",830,1 
"83116","Diamondville, WY",728,1 
"83118","Nordic, WY",1139,1 
"83119","Fairview, WY (PO Boxes)",172,1 
"83120","Freedom, WY",471,1 
"83121","Frontier, WY (PO Boxes)",14,1 
"83122","Grover, WY",494,1 
"83123","La Barge, WY",711,1 
"83124","Opal, WY",137,1 
"83126","Smoot, WY",334,1 
"83127","Star Valley Ranch, WY",3041,1 
"83128","Alpine, WY",1601,1 
"83201","Pocatello, ID",37199,1 
"83202","Chubbuck, ID",21608,1 
"83203","Fort Hall, ID",309,1 
"83204","Pocatello, ID",18026,1 
"83209","Pocatello, ID",1175,1 
"83210","Aberdeen, ID",3449,1 
"83211","American Falls, ID",6374,1 
"83212","Arbon, ID",137,1 
"83213","Arco, ID",1644,1 
"83214","Arimo, ID",671,1 
"83215","Atomic City, ID",26,1 
"83217","Bancroft, ID",843,1 
"83218","Basalt, ID",338,1 
"83220","Bern, ID",137,1 
"83221","Blackfoot, ID",27021,1 
"83223","Bloomington, ID",139,1 
"83226","Challis, ID",2504,1 
"83227","Clayton, ID",142,1 
"83228","Clifton, ID",522,1 
"83232","Dayton, ID",467,1 
"83233","Dingle, ID",109,1 
"83234","Downey, ID",1213,1 
"83235","Ellis, ID",99,1 
"83236","Firth, ID",2275,1 
"83237","Franklin, ID",1146,1 
"83238","Geneva, ID",109,1 
"83239","Georgetown, ID",572,1 
"83241","Grace, ID",1980,1 
"83243","Holbrook, ID",80,1 
"83244","Howe, ID",358,1 
"83245","Inkom, ID",2257,1 
"83246","Lava Hot Springs, ID",1069,1 
"83250","Mccammon, ID",1637,1 
"83251","Mackay, ID",1097,1 
"83252","Malad City, ID",4154,1 
"83253","May, ID",165,1 
"83254","Montpelier, ID",3617,1 
"83255","Moore, ID",1213,1 
"83261","Paris, ID",536,1 
"83262","Pingree, ID",1386,1 
"83263","Preston, ID",9258,1 
"83271","Rockland, ID",531,1 
"83272","St. Charles, ID",313,1 
"83274","Shelley, ID",9246,1 
"83276","Soda Springs, ID",4097,1 
"83277","Springfield, ID",111,1 
"83278","Stanley, ID",186,1 
"83281","Swanlake, ID (PO Boxes)",93,1 
"83283","Thatcher, ID",147,1 
"83285","Wayan, ID",131,1 
"83286","Weston, ID",1241,1 
"83287","Fish Haven, ID",299,1 
"83301","Twin Falls, ID",52010,1 
"83302","Rogerson, ID",196,1 
"83311","Albion, ID",562,1 
"83312","Almo, ID (PO Boxes)",168,1 
"83313","Bellevue, ID",3625,1 
"83314","Bliss, ID",898,1 
"83316","Buhl, ID",9626,1 
"83318","Burley, ID",17226,1 
"83320","Carey, ID",1006,1 
"83321","Castleford, ID",550,1 
"83322","Corral, ID",42,1 
"83323","Declo, ID",1951,1 
"83324","Dietrich, ID",788,1 
"83325","Eden, ID",918,1 
"83327","Fairfield, ID",970,1 
"83328","Filer, ID",5347,1 
"83330","Gooding, ID",6599,1 
"83332","Hagerman, ID",2361,1 
"83333","Hailey, ID",10472,1 
"83334","Hansen, ID",2060,1 
"83335","Hazelton, ID",1840,1 
"83336","Heyburn, ID",4951,1 
"83337","Hill City, ID (PO Boxes)",33,1 
"83338","Jerome, ID",19782,1 
"83340","Ketchum, ID",4682,1 
"83341","Kimberly, ID",6491,1 
"83342","Malta, ID",1371,1 
"83344","Murtaugh, ID",1128,1 
"83346","Oakley, ID",1442,1 
"83347","Paul, ID",3258,1 
"83348","Picabo, ID",132,1 
"83349","Richfield, ID",1062,1 
"83350","Rupert, ID",12268,1 
"83352","Shoshone, ID",3330,1 
"83353","Sun Valley, ID",1335,1 
"83354","Sun Valley, ID",18,1 
"83355","Wendell, ID",5405,1 
"83401","Idaho Falls, ID",37966,1 
"83402","Idaho Falls, ID",26069,1 
"83404","Idaho Falls, ID",21606,1 
"83406","Ammon, ID",15902,1 
"83414","Alta, WY",544,1 
"83420","Ashton, ID",2539,1 
"83421","Chester, ID (PO Boxes)",319,1 
"83422","Driggs, ID",3392,1 
"83423","Dubois, ID",860,1 
"83424","Felt, ID",290,1 
"83425","Hamer, ID",581,1 
"83427","Iona, ID",1372,1 
"83428","Irwin, ID",416,1 
"83429","Island Park, ID",1048,1 
"83431","Lewisville, ID",876,1 
"83433","Island Park, ID",44,1 
"83434","Menan, ID",1741,1 
"83435","Monteview, ID",653,1 
"83436","Newdale, ID",491,1 
"83440","Rexburg, ID",34610,1 
"83442","Rigby, ID",19250,1 
"83443","Ririe, ID",1107,1 
"83444","Roberts, ID",1381,1 
"83445","Saint Anthony, ID",7406,1 
"83446","Spencer, ID",48,1 
"83448","Sugar City, ID",2451,1 
"83449","Swan Valley, ID",249,1 
"83450","Terreton, ID",1104,1 
"83451","Teton, ID",791,1 
"83452","Tetonia, ID",1484,1 
"83454","Ucon, ID",531,1 
"83455","Victor, ID",4970,1 
"83460","Rexburg, ID",860,1 
"83462","Carmen, ID",464,1 
"83463","Gibbonsville, ID",130,1 
"83464","Leadore, ID",345,1 
"83465","Lemhi, ID (PO Boxes)",109,1 
"83466","North Fork, ID",273,1 
"83467","Salmon, ID",6270,1 
"83468","Tendoy, ID (PO Boxes)",170,1 
"83469","Shoup, ID",32,1 
"83501","Lewiston, ID",34230,1 
"83520","Ahsahka, ID",194,1 
"83522","Cottonwood, ID",2215,1 
"83523","Craigmont, ID",759,1 
"83524","Culdesac, ID",989,1 
"83525","Elk City, ID",376,1 
"83526","Ferdinand, ID",278,1 
"83530","Grangeville, ID",5404,1 
"83533","Greencreek, ID",178,1 
"83535","Juliaetta, ID",1089,1 
"83536","Kamiah, ID",4230,1 
"83537","Kendrick, ID",1044,1 
"83539","Kooskia, ID",2001,1 
"83540","Lapwai, ID",2190,1 
"83541","Lenore, ID",1076,1 
"83542","Lucile, ID",129,1 
"83543","Nezperce, ID",717,1 
"83544","Orofino, ID",6092,1 
"83545","Peck, ID",484,1 
"83546","Pierce, ID",587,1 
"83547","Pollock, ID",219,1 
"83548","Reubens, ID",117,1 
"83549","Riggins, ID",908,1 
"83552","Stites, ID (PO Boxes)",1225,1 
"83553","Weippe, ID",1100,1 
"83554","White Bird, ID",638,1 
"83555","Winchester, ID",564,1 
"83601","Atlanta, ID",41,1 
"83602","Banks, ID",24,1 
"83604","Bruneau, ID",762,1 
"83605","Caldwell, ID",39649,1 
"83607","Caldwell, ID",21732,1 
"83610","Cambridge, ID",946,1 
"83611","Cascade, ID",2453,1 
"83612","Council, ID",1925,1 
"83615","Donnelly, ID",1571,1 
"83616","Eagle, ID",22780,1 
"83617","Emmett, ID",15422,1 
"83619","Fruitland, ID",7201,1 
"83622","Garden Valley, ID",1737,1 
"83623","Glenns Ferry, ID",1517,1 
"83624","Grand View, ID",1195,1 
"83626","Greenleaf, ID",1192,1 
"83627","Hammett, ID",620,1 
"83628","Homedale, ID",4329,1 
"83629","Horseshoe Bend, ID",1721,1 
"83631","Idaho City, ID",1333,1 
"83632","Indian Valley, ID",214,1 
"83633","King Hill, ID",540,1 
"83634","Kuna, ID",24494,1 
"83636","Letha, ID",153,1 
"83637","Lowman, ID",206,1 
"83638","McCall, ID",5903,1 
"83639","Marsing, ID",3300,1 
"83641","Melba, ID",3438,1 
"83642","Meridian, ID",37008,1 
"83643","Mesa, ID",129,1 
"83644","Middleton, ID",9976,1 
"83645","Midvale, ID",636,1 
"83646","Meridian, ID",47098,1 
"83647","Mountain Home, ID",20789,1 
"83648","Mountain Home AFB, ID",3238,1 
"83650","Murphy, ID",552,1 
"83651","Nampa, ID",28611,1 
"83654","New Meadows, ID",1672,1 
"83655","New Plymouth, ID",4397,1 
"83656","Notus, ID",582,1 
"83657","Ola, ID",174,1 
"83660","Parma, ID",5890,1 
"83661","Payette, ID",9881,1 
"83666","Placerville, ID",52,1 
"83669","Star, ID",7365,1 
"83670","Sweet, ID",553,1 
"83671","Warren, ID",33,1 
"83672","Weiser, ID",8583,1 
"83676","Wilder, ID",4347,1 
"83677","Yellow Pine, ID",44,1 
"83686","Nampa, ID",46224,1 
"83687","Nampa, ID",29697,1 
"83702","Boise City, ID",22293,1 
"83703","Boise City, ID",16565,1 
"83704","Boise City, ID",39628,1 
"83705","Boise City, ID",26631,1 
"83706","Boise City, ID",29732,1 
"83709","Boise, ID",50034,1 
"83712","Boise City, ID",8148,1 
"83713","Boise City, ID",28103,1 
"83714","Garden City, ID",20290,1 
"83716","Boise City, ID",14523,1 
"83801","Athol, ID",6150,1 
"83802","Avery, ID",68,1 
"83803","Bayview, ID",744,1 
"83804","Blanchard, ID",1254,1 
"83805","Bonners Ferry, ID",7437,1 
"83806","Bovill, ID",220,1 
"83808","Calder, ID",147,1 
"83809","Careywood, ID",401,1 
"83810","Cataldo, ID",1189,1 
"83811","Clark Fork, ID",1411,1 
"83812","Clarkia, ID",66,1 
"83813","Cocolalla, ID",1158,1 
"83814","Coeur dAlene, ID",23371,1 
"83815","Coeur dAlene, ID",31015,1 
"83821","Coolin, ID",210,1 
"83822","Oldtown, ID",2006,1 
"83823","Deary, ID",1318,1 
"83824","De Smet, ID",348,1 
"83825","Dover, ID",190,1 
"83826","Eastport, ID (PO Boxes)",45,1 
"83827","Elk River, ID",143,1 
"83830","Fernwood, ID",733,1 
"83832","Genesee, ID",1524,1 
"83833","Harrison, ID",1164,1 
"83834","Harvard, ID",254,1 
"83835","Hayden, ID",19990,1 
"83836","Hope, ID",1033,1 
"83837","Kellogg, ID",3063,1 
"83839","Kingston, ID",1417,1 
"83840","Kootenai, ID",227,1 
"83841","Laclede, ID (PO Boxes)",338,1 
"83842","Medimont, ID",148,1 
"83843","Moscow, ID",25866,1 
"83844","Moscow, ID",1353,1 
"83845","Moyie Springs, ID",1742,1 
"83846","Mullan, ID",770,1 
"83847","Naples, ID",1719,1 
"83848","Nordman, ID",137,1 
"83849","Osburn, ID",1925,1 
"83850","Pinehurst, ID",2129,1 
"83851","Plummer, ID",1691,1 
"83852","Ponderay, ID",884,1 
"83854","Post Falls, ID",37245,1 
"83855","Potlatch, ID",2111,1 
"83856","Priest River, ID",6340,1 
"83857","Princeton, ID",691,1 
"83858","Rathdrum, ID",13656,1 
"83860","Sagle, ID",6119,1 
"83861","Saint Maries, ID",6360,1 
"83864","Sandpoint, ID",17076,1 
"83866","Santa, ID (PO Boxes)",320,1 
"83867","Silverton, ID (PO Boxes)",616,1 
"83868","Smelterville, ID",769,1 
"83869","Spirit Lake, ID",4161,1 
"83870","Tensed, ID",312,1 
"83871","Troy, ID",1938,1 
"83872","Viola, ID",705,1 
"83873","Wallace, ID",1591,1 
"83874","Murray, ID",64,1 
"83876","Worley, ID",1442,1 
"84001","Altamont, UT",725,1 
"84002","Altonah, UT",302,1 
"84003","American Fork, UT",42384,1 
"84004","Alpine, UT",9818,1 
"84005","Eagle Mountain, UT",21410,1 
"84006","Copperton, UT",826,1 
"84007","Bluebell, UT",740,1 
"84010","Bountiful, UT",44821,1 
"84013","Cedar Valley, UT",1011,1 
"84014","Centerville, UT",15268,1 
"84015","Clearfield, UT",62494,1 
"84017","Coalville, UT",3556,1 
"84018","Croydon, UT",179,1 
"84020","Draper, UT",39765,1 
"84021","Duchesne, UT",3323,1 
"84022","Dugway, UT",896,1 
"84023","Dutch John, UT",266,1 
"84024","Echo, UT",63,1 
"84025","Farmington, UT",18255,1 
"84026","Fort Duchesne, UT",1668,1 
"84027","Fruitland, UT",452,1 
"84028","Garden City, UT",824,1 
"84029","Grantsville, UT",9473,1 
"84031","Hanna, UT",259,1 
"84032","Heber, UT",17249,1 
"84033","Henefer, UT",1032,1 
"84034","Ibapah, UT",209,1 
"84035","Jensen, UT",748,1 
"84036","Kamas, UT",6045,1 
"84037","Kaysville, UT",33369,1 
"84038","Laketown, UT",347,1 
"84039","Lapoint, UT",1102,1 
"84040","Layton, UT",23026,1 
"84041","Layton, UT",44625,1 
"84042","Lindon, UT",10094,1 
"84043","Lehi, UT",49030,1 
"84044","Magna, UT",26524,1 
"84045","Saratoga Springs, UT",16875,1 
"84046","Manila, UT",793,1 
"84047","Midvale, UT",28936,1 
"84049","Midway, UT",4372,1 
"84050","Morgan, UT",9290,1 
"84051","Mountain Home, UT",402,1 
"84052","Myton, UT",1403,1 
"84053","Neola, UT",1115,1 
"84054","North Salt Lake, UT",16196,1 
"84055","Oakley, UT",1406,1 
"84056","Clearfield, UT",3310,1 
"84057","Orem, UT",36666,1 
"84058","Orem, UT",30540,1 
"84060","Park City, UT",7596,1 
"84061","Peoa, UT",391,1 
"84062","Pleasant Grove, UT",43269,1 
"84063","Randlett, UT",334,1 
"84064","Randolph, UT",692,1 
"84065","Riverton, UT",38168,1 
"84066","Roosevelt, UT",11283,1 
"84067","Roy, UT",37444,1 
"84069","Rush Valley, UT",505,1 
"84070","Sandy, UT",24861,1 
"84071","Stockton, UT",1175,1 
"84072","Tabiona, UT",372,1 
"84073","Talmage, UT",191,1 
"84074","Tooele, UT",44310,1 
"84075","Syracuse, UT",24506,1 
"84076","Tridell, UT",390,1 
"84078","Vernal, UT",25851,1 
"84080","Vernon, UT",304,1 
"84081","West Jordan, UT",40732,1 
"84082","Wallsburg, UT",743,1 
"84083","Wendover, UT",1516,1 
"84084","West Jordan, UT",37247,1 
"84085","Whiterocks, UT",531,1 
"84086","Woodruff, UT",401,1 
"84087","Woods Cross, UT",13983,1 
"84088","West Jordan, UT",35603,1 
"84092","Sandy, UT",29525,1 
"84093","Sandy, UT",23130,1 
"84094","Sandy, UT",28069,1 
"84095","South Jordan, UT",50566,1 
"84096","Herriman, UT",33396,1 
"84097","Orem, UT",21322,1 
"84098","Summit Park, UT",17282,1 
"84101","Salt Lake City, UT",5277,1 
"84102","Salt Lake City, UT",17421,1 
"84103","Salt Lake City, UT",21084,1 
"84104","Salt Lake City, UT",24869,1 
"84105","Salt Lake City, UT",22140,1 
"84106","Salt Lake City, UT",33384,1 
"84107","Murray, UT",30863,1 
"84108","Salt Lake City, UT",20738,1 
"84109","Millcreek, UT",23858,1 
"84111","Salt Lake City, UT",10744,1 
"84112","Salt Lake City, UT",1942,1 
"84113","Salt Lake City, UT",245,1 
"84115","South Salt Lake, UT",24668,1 
"84116","Salt Lake City, UT",33297,1 
"84117","Holladay, UT",24305,1 
"84118","Kearns, UT",68295,1 
"84119","West Valley City, UT",53077,1 
"84120","West Valley City, UT",48956,1 
"84121","Cottonwood Heights, UT",41702,1 
"84123","Taylorsville, UT",37900,1 
"84124","Millcreek, UT",21295,1 
"84128","West Valley City, UT",27983,1 
"84301","Bear River City, UT",883,1 
"84302","Brigham City, UT",23703,1 
"84304","Cache, UT",40,1 
"84305","Clarkston, UT",751,1 
"84306","Collinston, UT",318,1 
"84307","Corinne, UT",1375,1 
"84308","Cornish, UT",325,1 
"84309","Deweyville, UT",535,1 
"84310","Wolf Creek, UT",4111,1 
"84311","Fielding, UT",714,1 
"84312","Garland, UT",4028,1 
"84313","Grouse Creek, UT",68,1 
"84314","Honeyville, UT",1031,1 
"84315","Hooper, UT",7581,1 
"84316","Howell, UT",254,1 
"84317","Huntsville, UT",2304,1 
"84318","Hyde Park, UT",3918,1 
"84319","Hyrum, UT",7905,1 
"84320","Lewiston, UT",2237,1 
"84321","Logan, UT",44074,1 
"84324","Mantua, UT",701,1 
"84325","Mendon, UT",2078,1 
"84326","Millville, UT",1763,1 
"84327","Newton, UT",951,1 
"84328","Paradise, UT",1666,1 
"84329","Park Valley, UT",202,1 
"84330","Plymouth, UT",502,1 
"84331","Portage, UT",272,1 
"84332","Providence, UT",7218,1 
"84333","Richmond, UT",2722,1 
"84334","Riverside, UT",230,1 
"84335","Smithfield, UT",11372,1 
"84336","Snowville, UT",281,1 
"84337","Tremonton, UT",11393,1 
"84338","Trenton, UT",481,1 
"84339","Wellsville, UT",5046,1 
"84340","Willard, UT",3369,1 
"84341","Logan, UT",20109,1 
"84401","Ogden, UT",35622,1 
"84403","Ogden, UT",36582,1 
"84404","Ogden, UT",56363,1 
"84405","Washington Terrace, UT",31348,1 
"84414","North Ogden, UT",26507,1 
"84501","Price, UT",13612,1 
"84511","Blanding, UT",4672,1 
"84512","Bluff, UT (PO Boxes)",1093,1 
"84513","Castle Dale, UT",1710,1 
"84515","Cisco, UT (PO Boxes)",15,1 
"84516","Clawson, UT",227,1 
"84518","Cleveland, UT",702,1 
"84520","East Carbon, UT",1302,1 
"84521","Elmo, UT",840,1 
"84522","Emery, UT",321,1 
"84523","Ferron, UT",1797,1 
"84525","Green River, UT",1183,1 
"84526","Helper, UT",4134,1 
"84528","Huntington, UT",2742,1 
"84529","Kenilworth, UT",180,1 
"84530","La Sal, UT",460,1 
"84531","Mexican Hat, UT (PO Boxes)",642,1 
"84532","Moab, UT",9772,1 
"84533","Lake Powell, UT",267,1 
"84534","Montezuma Creek, UT (PO Boxes)",2654,1 
"84535","Monticello, UT",2601,1 
"84536","Oljato-Monument Valley, UT",1454,1 
"84537","Orangeville, UT",1505,1 
"84539","Sunnyside, UT",379,1 
"84540","Thompson Springs, UT",46,1 
"84542","Wellington, UT",1806,1 
"84601","Provo, UT",31486,1 
"84604","Provo, UT",49145,1 
"84606","Provo, UT",32291,1 
"84620","Aurora, UT",1151,1 
"84621","Axtell, UT (PO Boxes)",240,1 
"84622","Centerfield, UT",1517,1 
"84623","Chester, UT (PO Boxes)",405,1 
"84624","Delta, UT",5668,1 
"84626","Elberta, UT",410,1 
"84627","Ephraim, UT",6310,1 
"84628","Eureka, UT",721,1 
"84629","Fairview, UT",2531,1 
"84630","Fayette, UT",294,1 
"84631","Fillmore, UT",3067,1 
"84632","Fountain Green, UT",1148,1 
"84633","Goshen, UT",1048,1 
"84634","Gunnison, UT",3395,1 
"84635","Hinckley, UT",863,1 
"84636","Holden, UT",474,1 
"84637","Kanosh, UT",729,1 
"84638","Leamington, UT",294,1 
"84639","Levan, UT",963,1 
"84640","Lynndyl, UT",121,1 
"84642","Manti, UT",3548,1 
"84643","Mayfield, UT",605,1 
"84645","Mona, UT",2620,1 
"84646","Moroni, UT",1657,1 
"84647","Mount Pleasant, UT",4019,1 
"84648","Nephi, UT",5776,1 
"84649","Oak City, UT",760,1 
"84651","Payson, UT",23457,1 
